id	sentence_1	sentence_2	similarity
266	"""إن الحكومة لم تحدد ما هي (تايكونتس)- وهو مصطلح مأخوذ من (تايكونج) ،كلمة صينية تعني الفضاء."	لم تحدد الحكومة رواد الفضاء - وهو مصطلح مأخوذ من '' تايكونج'' كلمة صينية تعود للفضاء – وتعني الذي سيسافر في مهمة ثانية.	3.333
267	كان من المتوقع أن يتم إعادة انتخاب غراهام لولاية ثانية مدتها سنة واحدة، وذلك في وقت لاحق من يوم الثلاثاء .	من المتوقع أن يتم اليوم ترشيح وانتخاب غراهام  لولاية ثانية مدتها سنة واحدة ،وسيؤدي الخطاب الرئاسي.	3.333
268	"وفقا لإشعار ( دبيليو 3 سي ):لا زالت ""التغييرات لشركة آي إي""""يمكن أن تؤثر على عدد كبير من صفحات الويب الموجودة""."	"تابع البيان "" أن هذه التغييرات قد تؤثر على عدد كبير من صفحات الويب الموجودة"" ."	3.0
269	"قال الدكتور جيمس يونغ، مفوض أونتاريو للسلامة العامة :"" نحن في أشد الاستيقاظ ""."	"قال الدكتور جيم يونغ، مفوض أونتاريو للسلامة العامة :""من الواضح أن الناس غير مرتاحين ""."	2.25
270	"أعطى الباحثون نسخا من "" ""ثورة الدكتور اتكينز للحمية الجديدة "" ""إلى من توقفوا عن أكل  الكريوهيدرات."	"تم إعطاء البعض الآخر نسخا من "" ثورة الدكتور اتكينز في الحمية الجديدة ""وقال لهم أن يتبعوها ."	2.5
271	اعترف واسكال بذنبه بتهم التجارة الداخلية في العام الماضي، ومن المقرر محاكمته في 10 يونيو.	اعترف واسكال بذنبه في تزوير الأوراق المالية ، وستتم محاكمته الأسبوع المقبل.	3.5
272	قال باربيني: يمكن للاتحاد الأوروبي التوصل إلى حل وسط ، لكنه يريد نظاما لوصف مثل هذه الأطعمة، شيء قامت الصناعة بمقاومته .	قال باربيني: أن الاتحاد قد توصل إلى حل وسط مع الولايات المتحدة ،لكنه يريد نظاما لوصف مثل هذه الأطعمة، شيء حارب المصنع هنا لأجله .	3.25
273	امتد الحريق إلى العديد من المباني المحيطة والممتلكات ودمرها ، حيث أعاد النواب رجال الاطفاء.	امتد الحريق بعدها إلى العديد من المباني المحيطة والممتلكات ودمرها .	4.0
274	"""محامي مغني الراب البالغ من العمر 27 عاما (مارك غان ):لم يعد ثانية لإجراء المكالمات للتعليق عقب قضية مدنية ."	المحامي الخاص بمغني الراب، مارك غان، لم يعد ثانية لإجراء المكالمات للتعليق.	4.5
275	أحرز زامبرانو سبعة أدوار، وسمح له بشوطين على خمسة إصابات وأربعة مشيا .	قد سمح له بشوطين في سبعة أدوار، حيث سجل منها ستة.	3.5
276	"قال فريست .ر- تن يوم الخميس:"" أنا واثق تماما أننا قادمون إلى مشروع قانون ،"""	"لا أزال، قال: ""أنا واثق تماما أننا  قادمون إلى مشروع قانون""."	3.0
277	قال مجلس الإنجيلية الأمريكي والذي يمثل المحافظين الأسقفية، أنه سوف يطلب الإذن بإ نشاء مقاطعة منفصلة في أمريكا الشمالية بسبب أحداث الأسبوع الماضي.	وقال مجلس الإنجيلية الأمريكي والذي يمثل المحافظين الأسقفية، أنه سوف يطلب الإذن بإ نشاء مجموعة منفصلة	3.4
278	"قال المتحدث باسم بوينغ بوب سالينج : من المتوقع أن يتم الانتهاء من الصفقة الكورية للطيران """" في الأسابيع المقبلة """	قالت بوينج أنه من المتوقع أن يتم التوقيع خلال الأسابيع القليلة المقبلة على الاتفاق النهائي.	3.0
279	أغلقت الأسهم في شركة EDS يوم الخميس على 18،51 دولار، بزيادة  بنسبة 6 سنتات ،وذلك في سوق نيويورك للأوراق المالية.	أغلقت الأسهم في شركةEDS يوم الخميس على 18،51 دولار، بمكسب نسبته 6 سنتات.	3.667
280	كان هناك 293 حالة إصابة بشرية غرب النيل في ولاية إنديانا في عام 2002، من ضمنها 11 حالة وفاة على مستوى الولاية.	سجلت المراكز الفدرالية لمراقبة الأمراض والوقاية منها ،على المستوى الوطني ،4,156 حالة غرب النيل، من ضمنها 284 حالة وفاة.	1.667
281	قالت المحكمة العليا يوم الإثنين أن الحكومة بإمكانها أن تفرض على المكتبات العامة تزويد أجهزة الكمبيوتر بمرشحات لمكافحة المواد الإباحية. ولكن أمناء المكتبات ممن رفضوا هذا القانون اشتكوا من أن القانون يرقى للرقابة.	قضت محكمة عليا منقسمة يوم الإثنين أن الكونغرس يمكنه أن يجبر المكتبات العامة في البلاد بتزويد أجهزة الكمبيوتر بمرشحات لمكافحة البرامج الإباحية .	3.6
282	تكمن مشكلة عدم الحصانة في الطريقة الأساسية البصرية لبرنامج مايكروسوفت ،وذلك في خصائص التطبيقات القائمة على تدقيق المستند ،التي يتم تمريرها إليه عند فتح المستند.	يكمن الضعف في الطريقة التي يقوم بها برنامج VBA ، ذلك بالاطلاع على خصائص الوثائق التي تم تمريرها إليه  عندما يتم فتح المستند من قبل التطبيق المضيف.	3.8
283	من بين 24 مليون صوت تم الإدلاء به عن طريق الهاتف، كان لستودارد فقط 130,000 صوتا قدما في ولاية أيكن .	من بين 24 مليون اتصال هاتفي للتصويت ، 50.28 في المئة كانت لستودارد،حيث وضعت له 130,000 صوتا قدما في ولاية أيكن.	3.4
284	بإمكان المستهلكين إدخال بطاقة الإتمان التي توفرها خدمة الكابل وذلك للاشتراك في مشاهدة التلفزيون .	ما زال المستهلكون يتمنون الحصول على بطاقة ضمان من قبل من يديرالكابل وذلك لدمجهم في المجموعة.	3.4
285	ومع ذلك، قررنا اختيارمحرك الاتحاد الأوروبي باعتباره أفضل حل على الإطلاق .	ومع ذلك، فقد قررنا اختيار محرك الاتحاد الأوروبي باعتباره أفضل حل على الإطلاق ونتيجة للجهود الكبيرة المبذولة فيما يخص الأسعار .	3.8
286	رفضت إدارة الأغذية والدواء الأمريكية طلب شركة (ImClone) الأصلي في ديسمبر من عام 2001، قائلة أن المحاكمة قد تمت بإهمال .	رفضت إدارة الغذاء والدواء تطبيق شركة (ImClone) لعام 2001 لبيع دواء اربيتوكس، مشيرة إلى أن البحث غير مطابق للمواصفات.	2.8
287	فاز فريق دودجرز بالمباراة السادسة على التوالي والسابعة في آخر تسع مباريات لهم ، حيث تغلبوا على فريق كولورادو 3-2،وذلك يوم الأربعاء أمام حشد من 25332 في ملعب دودجر.	فازفريق دودجرز بالمباراة السادسة على التوالي وهي أطول سلسلة فوز منذ عام 2001 ، حيث تغلبوا على فريق كولورادو، 3-2، وذلك يوم الأربعاء، أمام حشد من 25332 في ملعب دودجر.	4.4
288	بحثت السلطات أيضا مؤخرا في مناطق تابعة لكل من بنسلفانيا وأوهايو وإنديانا، وميتشيجان.	صرحت السلطات في تلك الدول أنها قد أجرت بحثها حت الآن في كل من بنسلفانيا وأوهايو وميشيغان، إلينوي وإنديانا.	3.75
289	ادعت يوم الخميس، جريدة بوست في مقال أنه على الأرجح قد تم  خفض 50 نقطة أساس من مجلس الاحتياط الاتحادي	ادعى مقال في جريدة واشنطن بوست يوم الخميس أنه على الأرجح قد تم قطع 50 نقطة أساس من مجلس الاحتياط الاتحادي ، على عكس مسارمجلة وول ستريت.	3.75
