id	sentence_1	sentence_2	similarity	entailment
842	Neste momento, depois de receber os atrasados, a intenção de Pato é conseguir a rescisão.	Por isso, Pato buscou a rescisão de contrato na Justiça.	3.75	None
843	Apesar do placar magro, Allegri ainda aproveitou a partida para fazer alguns testes.	Placar perigoso e magro pela atuação dos comandados de Massimiliano Allegri.	2.75	None
844	O tremor também deixou quase 100 mortos na Índia e China.	O terremoto fez também cerca de 100 vítimas fatais na Índia e na China.	5.0	Paraphrase
845	Pelo acerto com o Ministério Público Federal, terá de pagar indenização de R$ 2,5 milhões.	Além da multa, pagará uma indenização cível de 2,5 milhões de reais.	4.0	None
846	Só chega ao mercado na Primavera de 2016, mas o Jaguar F-Pace já começou a bater recordes.	A chegada ao mercado do novo Jaguar F-PACE está agendada para a Primavera de 2016.	4.0	Entailment
847	Obama e o papa terão um encontro privado, sem assessores, no Salão Oval.	Francisco cercou-se de multidões nos arredores da residência presidencial após se reunir em privado com Obama no Salão Oval.	2.25	None
848	"""Star Wars Battlefront"" tem tudo para ser o game definitivo sobre o universo de George Lucas."	"Outro grande destaque de ""Star Wars: Battlefront"" são os gráficos."	2.75	None
849	O automóvel conta com 4.731 milímetros de comprimento e uma distância entre-eixos de 2.874 mm.	Seus 2.874 milímetros de distância entre-eixos não se comparam a nenhum outro veículo Jaguar.	3.0	None
850	Um bug descoberto no Google Chrome pode fazer com que o navegador trave.	Uma sequência de caracteres inseridos na barra de endereços trava o navegador Google Chrome.	4.0	None
851	Fora de casa, em Baku, o brasileiro naturalizado italiano Éder abriu o placar logo aos 11 minutos.	O brasileiro naturalizado italiano Éder fez o primeiro gol aos 11 minutos.	3.75	Entailment
852	Na Quadra, foram 3.617 acertadores e cada um ganha R$ 755,81.	A quina teve 45 acertadores, que vão receber cada um R$ 42.525,31.	2.5	None
853	Por dentro, há um processador dual-core de 1 GHz, 512 MB de RAM e 4 GB de armazenamento interno.	O processador dentro dele é um Exynos 3250 com dois núcleos a 1 GHz.	3.0	None
854	Os vídeos precisarão ser curtos, de até sete segundos, e serão exibidos continuamente, assim como um GIF.	Vídeos terão que ser curtos, e serão exibidos como um GIF.	4.25	Entailment
855	Na vaga do colombiano, a diretoria do São Paulo optou pela contratação de Doriva.	O São Paulo fechou a contratação de Doriva para o cargo do colombiano.	4.75	Paraphrase
856	Morreu, na manhã desta terça-feira, aos 82 anos, Antônio Abujamra.	Antônio Abujamra tinha 82 anos e seu corpo será cremado nesta quarta-feira.	3.25	None
857	Em parceria com o Google, a Samsung anunciou, em julho de 2014, o Gear Live.	Por isso, a Samsung apresentou um novo modelo ainda em 2014.	2.5	None
858	A carreira de ator profissional, no entanto, começou tarde, apenas em 1987.	Mais tarde, aos 55 anos, Abujamra iniciou sua carreira profissional como ator.	3.5	None
859	Na comparação entre o primeiro semestre de 2014 e 2015 houve crescimento da violência física e da psicológica.	As principais violações registradas são negligência, violência psicológica e violência física.	2.5	None
860	O Brasil precisa de estabilidade para fazer essa travessia.	O Brasil está passando por um período de dificuldade.	3.0	None
861	Segundo os dados da secretaria, houve cerca de 42.114 denúncias envolvendo jovens na primeira metade do ano.	Durante a primeira metade de 2014, o serviço registrou 49.282 denúncias envolvendo jovens.	3.0	None
862	Sim, Mary Poppins, que transformou Julie Andrews em uma estrela, vai ter um remake.	Agora, chegou a vez de “Mary Poppins“, clássico estrelado por Julie Andrews.	2.75	None
863	A Chevrolet lançou hoje (09) uma nova série especial para seu sedã compacto.	A Chevrolet apresenta nesta semana a linha 2016 do sedã compacto Prisma.	3.5	None
864	A morte foi confirmada ao governo afegão por autoridades do Paquistão, acrescentou a mesma fonte.	Segundo a fonte, a morte foi confirmada ao governo afegão pelos responsáveis paquistaneses.	5.0	Paraphrase
865	Durante a manhã e tarde desta terça, Salvador registrava chuva fraca.	A chuva em Salvador continua na manhã desta terça-feira, porém mais fraca.	4.0	Entailment
866	O “The Voice Brasil” estreia no dia 1º de outubro, na Globo.	Lulu tentou isentar a Globo e a direção de The Voice Brasil da crítica.	2.25	None
867	Diego Souza marcou para o Sport aos 39′.	Werley cometeu falta em Diego Souza na entrada da meia-lua.	2.25	None
868	A Ford não informou exatamente quantas unidades de cada modelo foram afetadas.	Não foi especificado quantas unidades de cada modelo fazem parte do chamado.	3.5	None
869	Três minutos depois, o próprio Douglas Costa pecou pelo preciosismo.	Ele ainda foi o responsável pelo segundo gol, após assistência de Douglas Costa.	2.0	None
870	Cirano era casado e pais de três filhos – Pedro, Paloma e Nicole.	Ele deixa os filhos Pedro, Paloma e Nicole e a esposa Michelle.	3.75	None
871	Em todas as versões, o volante multifuncional do sedã traz novo acabamento em cinza Very Dark Sleek Silver.	Além disso, incorpora em todas as versões com MyLink o volante multifuncional.	2.75	None
872	O anúncio foi feito hoje pelo ministro da Integração Nacional, Gilberto Occhi.	O ministro Gilberto Occhi reforçou o pedido de Rui Costa.	2.5	None
873	A expectativa é de que Marta divulgue a carta pelas redes sociais ainda nesta terça-feira.	O documento foi divulgado pela senadora ainda nesta tarde pelas redes sociais.	3.25	None
874	Preços chegam a até R$22 mil no Brasil.	Sim, mudanças no câmbio afetam os preços no Brasil.	2.0	None
875	Todas as esculturas de cera mostram o James Bond clássico, vestindo smoking.	Daniel Craig é o mais recente James Bond.	2.25	None
876	O ano passado já havia sido o mais quente desde que se tem registro.	2014 já tinha sido o ano mais quente nos cálculos da instituição.	3.75	None
877	Neste mês, a pluviometria acumulada está em 113,4 mm, e a média histórica é de 81,8 mm.	As chuvas já acumulam 115 mm, enquanto a média é de 78,3 mm.	3.25	None
878	O juiz é responsável por conduzir a Operação Lava Jato.	O STF pediu informações ao juiz da Lava Jato.	3.25	None
879	Nove décadas depois, a história da publicação não ficará perdida.	Em textos, charges e fotos, uma trajetória de nove décadas.	2.75	None
880	Rihanna finalmente revelou as primeiras informações do seu oitavo álbum de estúdio.	Álbum mais aguardado da carreira da Rihanna, ele é rodeado de expectativas.	2.5	None
881	A carta de desfiliação de Marta Suplicy já foi protocolada junto ao PT.	Após 33 anos, a senadora Marta Suplicy se desfiliou do PT.	3.75	None
882	O Boeing 777 partiu de Kuala Lumpur, a capital da Malásia, com destino a Pequim.	O voo MH370 sumiu dos radares depois de decolar de Kuala Lumpur para Pequim.	3.5	None
883	Não é nada certo para ele (Nick Diaz) ser suspenso por cinco anos por uso de maconha.	Após punição de cinco anos de Nick Diaz por uso de maconha, Ronda Rousey não ficou quieta.	3.0	None
884	Em sua colaboração com Roy Nachum, Rihanna mudou a história da arte do álbum.	Roy Nachum se referiu a Rihanna como uma verdadeira artista e visionária.	2.75	None
885	Ante o último trimestre de 2014, o crescimento foi menos expressivo, de 5,1%.	Ante o quarto trimestre, o resultado foi 7,3% maior.	2.5	None
886	Oito dos 15 primeiros na lista com maiores focos de incêndio estão na região metropolitana de Manaus.	Há alguns de focos de incêndio na Região Metropolitana de Manaus.	3.75	Entailment
887	Duas pessoas foram transportadas para um hospital, mas uma delas não resistiu e morreu.	Duas pessoas feridas foram levadas ao hospital e uma faleceu.	4.75	Paraphrase
888	Eu nunca usei esteroides e eu não quebrei nenhuma regra agora.	Eu nunca usei esteroides na minha vida.	3.75	Entailment
889	Apareceram novos objetos que podem ser do avião desaparecido da Malaysia Airlines.	Voo da Malaysia Airlines está desaparecido desde março de 2014.	2.25	None
890	O São Paulo, no entanto, encara a proposta do Orlando City com descrédito neste primeiro momento.	O imbróglio envolvendo Orlando City e São Paulo será resolvido apenas na Justiça.	2.25	None
891	Nesta terça-feira, o Uruguai não teve em campo Suárez, Cavani e nem o técnico Óscar Tabárez.	Suárez e Cavani não jogaram pela seleção Uruguaia na terça-feira.	4.0	Entailment
892	O brasileiro Felipe Nasr (Sauber) também não encerrou a sessão classificatória animado.	O brasileiro Felipe Massa não teve bom final de semana em Cingapura.	1.75	None
893	Os usuários do WhatsApp agora podem salvar suas conversas na nuvem do Google Drive.	O Drive é o serviço nativo de armazenamento na nuvem para os usuários Android.	2.5	None
894	No total, o ticket alimentação contabiliza R$ 931.420,00.	Para o pagamento do ticket aos agentes de saúde, foram repassados R$ 210.160,00.	1.75	None
895	Nesta manhã, alguns trabalhadores da classe se reuniram em frente ao Palácio do Planalto.	Servidores do Judiciário passaram o dia em frente ao Palácio do Planalto.	3.0	None
896	O advogado Alberto Toron, que representa o executivo da UTC, elogiou a decisão.	O advogado Alberto Toron é quem faz a defesa de Pessoa.	2.25	None
897	O veto foi publicado no Diário Oficial da União nesta quinta-feira (30).	A decisão foi publicada no Diário Oficial da União desta quinta-feira, 30.	4.5	Paraphrase
898	O veto foi publicado nesta quinta-feira (30) no Diário Oficial da União.	Saiu na manhã desta quinta-feira (30) no Diário Oficial.	3.75	None
899	O lateral iniciou sua carreira no Cruzeiro, clube pelo qual ganhou destaque entre 2005 e 2010.	No Brasil, o lateral teve destaque no Cruzeiro, por onde atuou entre os anos 2005 e 2010.	4.0	Entailment
900	Mas o governo não tem essa credibilidade e nem tem mais essa base sólida na Câmara.	As medidas comunicadas não aumentaram em nada a credibilidade do governo.	3.25	None
901	Por isso, elefantes são muito mais propensos a matar células prestes a se transformarem em prejudiciais.	Contudo, um elefante tem 100 vezes mais células que um ser humano.	2.5	None
902	No treino tático, Eduardo Baptista utilizou somente oito jogadores de linha.	Nesta manhã, Eduardo Baptista comandou um trabalho tático em campo reduzido nas Laranjeiras.	3.0	None
903	Fizemos escolhas difíceis e agora temos que nos adaptar a esta situação.	Fizemos escolhas difíceis e eu pessoalmente fiz escolhas difíceis e responsáveis.	3.75	None
904	Com a vitória, o Palmeiras foi a 38 pontos e subiu para a quinta colocação no Brasileirão.	Com essa vitória, o Palmeiras ocupa o quinto lugar na tabela com 38 pontos.	4.25	Entailment
905	Segundo o ministro da Saúde, Arthur Chioro, oito casos são de pacientes de Camaçari, na Bahia.	O resultado dos exames foi divulgado pelo ministro da Saúde, Arthur Chioro.	3.25	None
906	Além da criança, uma mulher também morreu após o desabamento na San Martin.	Na Avenida San Martin, um desabamento provocou a morte de uma criança.	4.0	Entailment
907	O time do São Paulo tem muita qualidade, então temos que trabalhar bem na parte defensiva e ofensiva.	Sabemos o que temos de fazer na parte defensiva e ofensiva.	2.75	None
908	Segundo a nota do Palácio do Planalto, o pedido de demissão do ministro foi aceito por Dilma.	De acordo com o Palácio do Planalto, o pedido de demissão foi aceito pela presidenta Dilma Rousseff.	4.0	Entailment
909	Eu deixei de fumar há 15 anos, depois de ter um desmaio durante o trabalho na roça.	Alex de Paula, 25 anos, começou a fumar aos 16 anos.	2.0	None
910	Com novidades, o técnico Eduardo Baptista esboçou pela primeira vez a equipe visando à partida contra o São Paulo.	Para a partida contra o São Paulo, o técnico deve apresentar mudanças.	3.25	None
911	Apenas 1.272 pessoas se dispuseram a acompanhar o duelo ao vivo na Arena Capivari.	Envolvente, o Botafogo dominou o duelo na Arena Capivari.	2.75	None
912	Também nesta terça, no período da tarde, Dilma receberá líderes da base no Senado Federal.	Ainda nesta terça-feira, a presidente Dilma se reúne com líderes da base no Senado Federal.	4.25	Entailment
913	O nível do manancial, no entanto, caiu de 89,6% para 89,5% nesta sexta-feira.	Nas últimas 24 horas, o manancial caiu de 72% para 71,9%.	3.25	None
914	Mais de 387 milhões de pessoas em todo o planeta são diabéticas.	No Brasil, mais de 12 milhões são diabéticos e 24% deles não receberam o diagnóstico.	2.75	None
915	As Forças Armadas do Egito afirmaram que pelo menos 100 militantes e 17 soldados foram mortos.	Desde então, pelo menos 600 policiais e membros das Forças Armadas foram mortos.	2.25	None
916	No Marotinho, sete pessoas foram resgatadas, três com vida.	Não tem detalhes sobre o estado de saúde das pessoas resgatadas.	2.25	None
917	Já a Irlanda enfrenta a Polônia, no mesmo dia, na casa do adversário.	Polônia e Irlanda fazem confronto direto.	3.75	Entailment
918	Os critérios para escolha, no entanto, nunca foram claros.	Entre os critérios para escolha estão preço e prazo para transferência de tecnologia.	2.5	None
919	A construtora é uma das empresas investigadas na Operação Lava Jato.	O empreendimento da Eletronuclear está no centro das investigações da Operação Lava Jato.	3.0	None
920	Assim, Neymar poderia jogar a final, caso a seleção se classifique.	Caso a punição seja mantida, Neymar estará fora da Copa América.	3.25	None
921	A exibição acontecerá durante o Festival da Mulher Afro Latino-Americana e Caribenha (Latinidades).	O festival celebra o Dia da Mulher Negra Latino-Americana e Caribenha em Brasília.	3.0	None
